CLAVE_CASILLA|CLAVE_ACTA|ID_ESTADO|NOMBRE_ESTADO|ID_DISTRITO|NOMBRE_DISTRITO|SECCION|ID_CASILLA|TIPO_CASILLA|CASILLA|TIPO_ACTA|MUNICIPIO_orig|MUNICIPIO_limpio
160105B0100'|160105B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|105|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160105C0100'|160105C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|105|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160105C0200'|160105C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|105|2|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160105C0300'|160105C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|105|3|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160105C0400'|160105C04004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|105|4|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160106B0100'|160106B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|106|1|B|Urbana|4|APATZINGÁN|APATZINGï¿½N
160106C0100'|160106C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|106|1|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160107B0100'|160107B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|107|1|B|Urbana|4|APATZINGÁN|APATZINGï¿½N
160107C0100'|160107C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|107|1|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160108B0100'|160108B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|108|1|B|Urbana|4|APATZINGÁN|APATZINGï¿½N
160108C0100'|160108C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|108|1|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160108C0200'|160108C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|108|2|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160109B0100'|160109B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|109|1|B|Urbana|4|APATZINGÁN|APATZINGï¿½N
160109C0100'|160109C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|109|1|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160109C0200'|160109C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|109|2|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160110B0100'|160110B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|110|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160110C0100'|160110C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|110|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160110C0200'|160110C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|110|2|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160111A0100'|160111A01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|111|1|A|Urbana|4|APATZINGÁN|APATZINGï¿½N
160111B0100'|160111B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|111|1|B|Urbana|4|APATZINGÁN|APATZINGï¿½N
160111C0100'|160111C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|111|1|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160111C0200'|160111C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|111|2|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160111C0300'|160111C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|111|3|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160111C0400'|160111C04004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|111|4|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160112B0100'|160112B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|112|1|B|Urbana|4|APATZINGÁN|APATZINGï¿½N
160112C0100'|160112C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|112|1|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160112C0200'|160112C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|112|2|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160114B0100'|160114B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|114|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160114C0100'|160114C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|114|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160115B0100'|160115B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|115|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160115C0100'|160115C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|115|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160116B0100'|160116B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|116|1|B|Urbana|4|APATZINGÁN|APATZINGï¿½N
160116C0100'|160116C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|116|1|C|Urbana|4|APATZINGÁN|APATZINGï¿½N
160117B0100'|160117B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|117|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160117C0100'|160117C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|117|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160118B0100'|160118B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|118|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160118C0100'|160118C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|118|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160119B0100'|160119B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|119|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160119C0100'|160119C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|119|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160119C0200'|160119C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|119|2|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160120B0100'|160120B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|120|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160120C0100'|160120C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|120|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160120E0100'|160120E01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|120|1|E|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160121B0100'|160121B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|121|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160121C0100'|160121C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|121|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160122B0100'|160122B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|122|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160122C0100'|160122C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|122|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160123B0100'|160123B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|123|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160124B0100'|160124B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|124|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160125B0100'|160125B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|125|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160125E0100'|160125E01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|125|1|E|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160126B0100'|160126B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|126|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160127B0100'|160127B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|127|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160127E0100'|160127E01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|127|1|E|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160128B0100'|160128B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|128|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160129B0100'|160129B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|129|1|B|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160129C0100'|160129C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|129|1|C|No Urbana|4|APATZINGÁN|APATZINGï¿½N
160237B0100'|160237B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|237|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160237C0100'|160237C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|237|1|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160237C0200'|160237C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|237|2|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160237C0300'|160237C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|237|3|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160237C0400'|160237C04004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|237|4|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160238B0100'|160238B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|238|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160238C0100'|160238C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|238|1|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160239B0100'|160239B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|239|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160239C0100'|160239C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|239|1|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160240B0100'|160240B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|240|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160240C0100'|160240C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|240|1|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160240C0200'|160240C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|240|2|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160240S0100'|160240S01004EMR'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|240|1|S|No Urbana|4EMR|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160240S0100'|160240S01004ERP'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|240|1|S|No Urbana|4ERP|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160241B0100'|160241B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|241|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160241C0100'|160241C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|241|1|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160242B0100'|160242B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|242|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160242C0100'|160242C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|242|1|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160242C0200'|160242C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|242|2|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160242C0300'|160242C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|242|3|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160242C0400'|160242C04004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|242|4|C|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160244B0100'|160244B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|244|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160245B0100'|160245B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|245|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160246B0100'|160246B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|246|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160249B0100'|160249B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|249|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160250B0100'|160250B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|250|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160251B0100'|160251B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|251|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160252B0100'|160252B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|252|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160254B0100'|160254B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|254|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160255B0100'|160255B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|255|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
160256B0100'|160256B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|256|1|B|No Urbana|4|COALCOMÁN DE VÁZQUEZ PALLARES|COALCOMï¿½N DE Vï¿½ZQUEZ PALLARES
161517B0100'|161517B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1517|1|B|No Urbana|4|PERIBÁN|PERIBï¿½N
161517C0100'|161517C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1517|1|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161517C0200'|161517C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1517|2|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161517C0300'|161517C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1517|3|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161517C0400'|161517C04004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1517|4|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161517C0500'|161517C05004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1517|5|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161518B0100'|161518B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1518|1|B|No Urbana|4|PERIBÁN|PERIBï¿½N
161518C0100'|161518C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1518|1|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161518C0200'|161518C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1518|2|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161519B0100'|161519B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1519|1|B|Urbana|4|PERIBÁN|PERIBï¿½N
161519C0100'|161519C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1519|1|C|Urbana|4|PERIBÁN|PERIBï¿½N
161519C0200'|161519C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1519|2|C|Urbana|4|PERIBÁN|PERIBï¿½N
161520B0100'|161520B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1520|1|B|Urbana|4|PERIBÁN|PERIBï¿½N
161520C0100'|161520C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1520|1|C|Urbana|4|PERIBÁN|PERIBï¿½N
161520C0200'|161520C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1520|2|C|Urbana|4|PERIBÁN|PERIBï¿½N
161521B0100'|161521B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1521|1|B|Urbana|4|PERIBÁN|PERIBï¿½N
161521C0100'|161521C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1521|1|C|Urbana|4|PERIBÁN|PERIBï¿½N
161521C0200'|161521C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1521|2|C|Urbana|4|PERIBÁN|PERIBï¿½N
161522B0100'|161522B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1522|1|B|Urbana|4|PERIBÁN|PERIBï¿½N
161522C0100'|161522C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1522|1|C|Urbana|4|PERIBÁN|PERIBï¿½N
161522C0200'|161522C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1522|2|C|Urbana|4|PERIBÁN|PERIBï¿½N
161523B0100'|161523B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1523|1|B|No Urbana|4|PERIBÁN|PERIBï¿½N
161523C0100'|161523C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1523|1|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161524B0100'|161524B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1524|1|B|No Urbana|4|PERIBÁN|PERIBï¿½N
161524C0100'|161524C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1524|1|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161524C0200'|161524C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1524|2|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161525B0100'|161525B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1525|1|B|No Urbana|4|PERIBÁN|PERIBï¿½N
161525C0100'|161525C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1525|1|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161525C0200'|161525C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1525|2|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161525C0300'|161525C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1525|3|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161526B0100'|161526B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1526|1|B|No Urbana|4|PERIBÁN|PERIBï¿½N
161526C0100'|161526C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1526|1|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161526C0200'|161526C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1526|2|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161527B0100'|161527B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1527|1|B|No Urbana|4|PERIBÁN|PERIBï¿½N
161527C0100'|161527C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1527|1|C|No Urbana|4|PERIBÁN|PERIBï¿½N
161528B0100'|161528B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1528|1|B|No Urbana|4|PERIBÁN|PERIBï¿½N
161882B0100'|161882B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1882|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161882C0100'|161882C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1882|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161882C0200'|161882C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1882|2|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161882C0300'|161882C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1882|3|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161883B0100'|161883B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1883|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161883C0100'|161883C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1883|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161883C0200'|161883C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1883|2|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161884B0100'|161884B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1884|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161884C0100'|161884C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1884|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161884C0200'|161884C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1884|2|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161884C0300'|161884C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1884|3|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161884C0400'|161884C04004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1884|4|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161885B0100'|161885B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1885|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161885C0100'|161885C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1885|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161886B0100'|161886B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1886|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161886E0100'|161886E01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1886|1|E|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161887B0100'|161887B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1887|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161887C0100'|161887C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1887|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161887C0200'|161887C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1887|2|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161887C0300'|161887C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1887|3|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161888B0100'|161888B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1888|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161888E0100'|161888E01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1888|1|E|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161888E0101'|161888E01014'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1888|1|E|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161889B0100'|161889B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1889|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161889C0100'|161889C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1889|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161890B0100'|161890B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1890|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161890C0100'|161890C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1890|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161890C0200'|161890C02004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1890|2|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161890C0300'|161890C03004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1890|3|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161891B0100'|161891B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1891|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161891C0100'|161891C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1891|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161892B0100'|161892B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1892|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161893B0100'|161893B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1893|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161893C0100'|161893C01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1893|1|C|No Urbana|4|TANCÍTARO|TANCï¿½TARO
161894B0100'|161894B01004'|16|MICHOACAN|2|APATZINGAN DE LA CONSTITUCION|1894|1|B|No Urbana|4|TANCÍTARO|TANCï¿½TARO
